"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT03444870","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits","NA","clinical_exam","must not"
"NCT03444870","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits","NA","clinical_exam","must not"
"NCT03444870","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","At risk for suicide in the opinion of the investigator","NA","NA","must not"
"NCT03444870","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","questionnaire","must not"
"NCT03444870","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","questionnaire","must not"
"NCT03444870","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","NA","must not"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Relevant brain hemorrhage, bleeding disorder and cerebrovascular abnormalities","NA","NA","must not"
"NCT03444870","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Any contraindications to brain MRI","NA","MRI","must not"
"NCT03444870","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","Unstable or clinically significant cardiovascular, kidney or liver disease","NA","lab_test","must not"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Uncontrolled hypertension","NA","NA","must not"
"NCT03444870","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Unstable or clinically significant cardiovascular disease","NA","NA","must not"
"NCT03444870","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Abnormal thyroid function","NA","lab_test","must not"
"NCT03444870","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Patients with evidence of folic acid deficiency","NA","lab_test","must not"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Discontinued from study treatment during the double-blind treatment period","NA","NA","must not"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Received any other investigational medication during the double-blind treatment period or after the end of double-blind treatment","NA","NA","must not"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participation in the OLE deemed inappropriate by the investigator","NA","NA","must not"
"NCT03444870","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Presence of ARIA-E findings at the Week 116 MRI scan","NA","MRI","must not"
"NCT03887455","inclusion","cognition","Objective cognitive impairment","NA","NA","NA","NA","NA","NA","Objective impairment in episodic memory as indicated by at least 1 standard deviation below age-adjusted mean in the Wechsler Memory Scale IV-Logical Memory (subscale) II (WMS-IV LMII)","NA","cognitive_test","must"
"NCT03887455","inclusion","biomarkers","Amyloid pathology","positive","NA","NA","NA","NA","NA","Positive biomarker for brain amyloid pathology","NA","NA","must"
"NCT03887455","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Male or female participants aged greater than or equal to (\>=) 50 and less than or equal to (\<=) 90 years, at the time of informed consent","NA","NA","must"
"NCT03887455","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Male or female participants aged greater than or equal to (\>=) 50 and less than or equal to (\<=) 90 years, at the time of informed consent","NA","NA","must"
"NCT03887455","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Male or female participants aged greater than or equal to (\>=) 50 and less than or equal to (\<=) 90 years, at the time of informed consent","NA","NA","must"
"NCT03887455","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Male or female participants aged greater than or equal to (\>=) 50 and less than or equal to (\<=) 90 years, at the time of informed consent","NA","NA","must"
"NCT03887455","inclusion","demographics","Age","consent to","NA","NA","NA","NA","NA","Male or female participants aged greater than or equal to (\>=) 50 and less than or equal to (\<=) 90 years, at the time of informed consent","NA","NA","must"
"NCT03887455","inclusion","cognition","MMSE","between","22","30","score","NA","NA","Mini mental state examination (MMSE) score \>=22 at Screening and Baseline and \<=30 at Screening and Baseline","at screening","cognitive_test","must"
"NCT03887455","inclusion","demographics","Body mass index","NA","NA","NA","NA","NA","NA","Body mass index (BMI) greater than (\>)17 and less than (\<) 35 at Screening","at screening","clinical_exam","must"
"NCT03887455","inclusion","demographics","Body mass index","NA","NA","NA","NA","NA","NA","Body mass index (BMI) greater than (\>)17 and less than (\<) 35 at Screening","at screening","clinical_exam","must"
"NCT03887455","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment such as acetylcholinesterase inhibitor (AChEIs) or memantine or both for Alzheimer's disease, must be on a stable dose for at least 12 weeks prior to Baseline. Treatment-naive participants for Alzheimer's disease can be entered into the study. Unless otherwise stated, participants must have been on stable doses of all other (that is, non-Alzheimer's disease-related) permitted concomitant medications for at least 4 weeks prior to Baseline. Use of memantine will not be allowed for participants in Japan","prior to baseline","NA","must"
"NCT03887455","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment such as acetylcholinesterase inhibitor (AChEIs) or memantine or both for Alzheimer's disease, must be on a stable dose for at least 12 weeks prior to Baseline. Treatment-naive participants for Alzheimer's disease can be entered into the study. Unless otherwise stated, participants must have been on stable doses of all other (that is, non-Alzheimer's disease-related) permitted concomitant medications for at least 4 weeks prior to Baseline. Use of memantine will not be allowed for participants in Japan","prior to baseline","NA","must"
"NCT03887455","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment such as acetylcholinesterase inhibitor (AChEIs) or memantine or both for Alzheimer's disease, must be on a stable dose for at least 12 weeks prior to Baseline. Treatment-naive participants for Alzheimer's disease can be entered into the study. Unless otherwise stated, participants must have been on stable doses of all other (that is, non-Alzheimer's disease-related) permitted concomitant medications for at least 4 weeks prior to Baseline. Use of memantine will not be allowed for participants in Japan","prior to baseline","NA","must"
"NCT03887455","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Have an identified study partner (defined as a person able to support the participant for the duration of the study and who spends at least 8 hours per week with the participant)","for the duration of the study","NA","must"
"NCT03887455","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Have an identified study partner (defined as a person able to support the participant for the duration of the study and who spends at least 8 hours per week with the participant)","for the duration of the study","lab_test","must"
"NCT03887455","inclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","Provide written informed consent. If a participant lacks capacity to consent in the investigator's opinion, the participant's assent should be obtained, if required in accordance with local laws, regulations and customs, plus the written informed consent of a legal representative should be obtained (capacity to consent and definition of legal representative should be determined in accordance with applicable local laws and regulations). In countries where local laws, regulations, and customs do not permit participants who lack capacity to consent to participate in this study (example, Germany and Spain), they will not be enrolled","NA","NA","should"
"NCT03887455","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who have completed the Core Study (except de novo participants)","NA","NA","must"
"NCT03887455","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Must continue to have a study partner who is willing and able to provide follow-up information on the participant throughout the course of the Extension Phase","NA","NA","must"
"NCT03887455","inclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","Provide written informed consent for the Extension Phase. If a participant lacks capacity to consent in the investigator's opinion, the participant's assent should be obtained, if required and in accordance with local laws, regulations and customs, plus the written informed consent of a legal representative should be obtained (capacity to consent and definition of legal representative should be determined in accordance with applicable local laws and regulations). In countries where local laws, regulations, and customs do not permit participants who lack capacity to consent to participate in this study (example, Germany and Spain), they will not be enrolled","NA","NA","should"
"NCT03887455","inclusion","imaging","Amyloid PET","able/willing","NA","NA","NA","NA","NA","Participants entering the subcutaneous (vial) substudy at Extension Phase Week 1, must be willing to participate, or continue participating in the amyloid positron emission tomography (PET) substudy. All participants must have an amyloid PET scan within 4 weeks before starting subcutaneous BAN2401","NA","PET","must"
"NCT03887455","inclusion","imaging","Amyloid PET","NA","NA","NA","NA","NA","NA","Participants entering the subcutaneous (vial) substudy at Extension Phase Week 1, must be willing to participate, or continue participating in the amyloid positron emission tomography (PET) substudy. All participants must have an amyloid PET scan within 4 weeks before starting subcutaneous BAN2401","NA","PET","must"
"NCT03887455","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Participants enrolling into the subcutaneous autoinjector substudy must have had at least 6 months exposure to BAN2401 10 mg/kg intravenously biweekly or BAN2401 Dose 1 subcutaneously weekly.","NA","lab_test","must"
"NCT03887455","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants enrolling into the subcutaneous Dose 3 autoinjector substudy must have previously received BAN2401 by either intravenous administration and/or subcutaneous autoinjector administration and must have completed Visit 82 (Extension Week 79) at a minimum, regardless of previous route of administration","NA","NA","must"
"NCT03887455","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants enrolling into the subcutaneous Dose 3 autoinjector substudy must have previously received BAN2401 by either intravenous administration and/or subcutaneous autoinjector administration and must have completed Visit 82 (Extension Week 79) at a minimum, regardless of previous route of administration","NA","NA","must"
"NCT03887455","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Must have completed Week 207 in the Extension Phase","NA","NA","must"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any neurological condition that may be contributing to cognitive impairment above and beyond that caused by the participant's Alzheimer's disease","NA","NA","may"
"NCT03887455","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History of transient ischemic attacks (TIA), stroke, or seizures within 12 months of Screening","NA","clinical_exam","must not"
"NCT03887455","exclusion","comorbidities","Seizure history","NA","NA","NA","NA","NA","NA","History of transient ischemic attacks (TIA), stroke, or seizures within 12 months of Screening","NA","clinical_exam","must not"
"NCT03887455","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","Any psychiatric diagnosis or symptoms (example, hallucinations, major depression, or delusions) that could interfere with study procedures in the participant","NA","clinical_exam","must not"
"NCT03887455","exclusion","comorbidities","Geriatric Depression Scale",">=","8","NA","score","NA","NA","Geriatric Depression Scale (GDS) score \>=8 at Screening","at screening","questionnaire","must not"
"NCT03887455","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Contraindications to MRI scanning, including cardiac pacemaker/defibrillator, ferromagnetic metal implants (example in skull and cardiac devices other than those approved as safe for use in MRI scanners)","NA","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Evidence of other clinically significant lesions on brain MRI at Screening that could indicate a dementia diagnosis other than Alzheimer's disease","at screening","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI",">","10","NA","mm","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","clinical_exam","must not"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","clinical_exam","must not"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI","<","NA","1","cm","NA","NA","Other significant pathological findings on brain MRI at screening, including but not limited to: more than 4 microhemorrhages (defined as 10 millimeter \[mm\] or less at the greatest diameter); a single macrohemorrhage \>10 mm at greatest diameter; an area of superficial siderosis; evidence of vasogenic edema; evidence of cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors (however, lesions diagnosed as meningiomas or arachnoid cysts and \<1 centimeter \[cm\] at their greatest diameter need not be exclusionary)","at screening","MRI","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any immunological disease which is not adequately controlled, or which requires treatment with immunoglobulins, systemic monoclonal antibodies (or derivatives of monoclonal antibodies), systemic immunosuppressants, or plasmapheresis during the study","NA","NA","must not"
"NCT03887455","exclusion","safety_labs","Safety labs/organ function","<","NA","50","NA","NA","NA","Participants with a bleeding disorder that is not under adequate control (including a platelet count \<50,000 or international normalized ratio \[INR\] \>1.5 for participants who are not on anticoagulant treatment, example, warfarin). Participants who are on anticoagulant therapy should have their anticoagulant status optimized and be on a stable dose for 4 weeks before Screening. Participants who are on anticoagulant therapy are not permitted to participate in cerebrospinal fluid (CSF) assessments","NA","lab_test","should"
"NCT03887455","exclusion","medications","Anticoagulant/antiplatelet use",">","1.5","NA","NA","NA","NA","Participants with a bleeding disorder that is not under adequate control (including a platelet count \<50,000 or international normalized ratio \[INR\] \>1.5 for participants who are not on anticoagulant treatment, example, warfarin). Participants who are on anticoagulant therapy should have their anticoagulant status optimized and be on a stable dose for 4 weeks before Screening. Participants who are on anticoagulant therapy are not permitted to participate in cerebrospinal fluid (CSF) assessments","NA","CSF","should"
"NCT03887455","exclusion","biomarkers","CSF biomarkers","NA","NA","NA","NA","NA","NA","Participants with a bleeding disorder that is not under adequate control (including a platelet count \<50,000 or international normalized ratio \[INR\] \>1.5 for participants who are not on anticoagulant treatment, example, warfarin). Participants who are on anticoagulant therapy should have their anticoagulant status optimized and be on a stable dose for 4 weeks before Screening. Participants who are on anticoagulant therapy are not permitted to participate in cerebrospinal fluid (CSF) assessments","NA","CSF","should"
"NCT03887455","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Any other medical conditions (example, cardiac, respiratory, gastrointestinal, renal disease) which are not stably and adequately controlled, or which in the opinion of the investigator(s) could affect the participant's safety or interfere with the study assessments","NA","lab_test","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participation in a clinical study involving any therapeutic monoclonal antibody, protein derived from a monoclonal antibody, immunoglobulin therapy, or vaccine within 6 months before screening unless it can be documented that the participant was randomized to placebo","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participation in a clinical study involving any anti-amyloid therapies (including any monoclonal antibody therapies and any β-site amyloid precursor protein cleaving enzyme \[BACE\] inhibitor therapies) unless it can be documented that the participant only received placebo","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who have any known prior exposure to lecanemab","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who were dosed in a clinical study involving any new chemical entities for AD within 6 months prior to screening unless it can be documented that the participant was in a placebo treatment arm","prior to screening","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Extension Phase: Exclusion Criteria","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who discontinued early from the Core Study","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who develop the following conditions from the time of Screening for the Core Study to the start of the Extension Phase","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any neurological condition that may be contributing to cognitive impairment above and beyond that caused by the participant's AD","NA","NA","may"
"NCT03887455","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","Any psychiatric diagnosis or symptoms, (example, hallucinations, major depression, or delusions) that could interfere with study procedures in the participant","NA","clinical_exam","must not"
"NCT03887455","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Contraindications to MRI scanning, including cardiac pacemaker/defibrillator, ferromagnetic metal implants (example, in skull and cardiac devices other than those approved as safe for use in MRI scanners)","NA","MRI","must not"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","MRI","may"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","MRI","may"
"NCT03887455","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","clinical_exam","may"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","MRI","may"
"NCT03887455","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","clinical_exam","may"
"NCT03887455","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Other significant pathological findings on brain MRI during the Core Study including but not limited to: cerebral contusion, encephalomalacia, aneurysms, vascular malformations, or infective lesions; evidence of multiple lacunar infarcts or stroke involving a major vascular territory, severe small vessel, or white matter disease; space occupying lesions; or brain tumors will be exclusionary if based on the opinion of the investigator, with consultation of medical monitor, these findings may interfere with the study procedures or safety","NA","MRI","may"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Hypersensitivity to BAN2401 or any of the excipients, or to any monoclonal antibody treatment","NA","NA","must not"
"NCT03887455","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any immunological disease which is not adequately controlled, or which requires chronic treatment with immunoglobulins, systemic monoclonal antibodies (or derivatives of monoclonal antibodies), systemic immunosuppressants, or plasmapheresis during the study","NA","NA","must not"
"NCT03887455","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Any other clinically significant abnormalities in physical examination, vital signs, laboratory tests, or ECG, which in the opinion of the investigator require further investigation or treatment or which may interfere with study procedures or safety","NA","NA","may"
"NCT03887455","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Malignant neoplasms (except for basal or squamous cell carcinoma in situ of the skin, or localized prostate cancer in male participants) that are not stably and adequately controlled or which, based on the opinion of the investigator, may interfere with the participant's safety or participation in the study","NA","clinical_exam","may"
"NCT03887455","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Malignant neoplasms (except for basal or squamous cell carcinoma in situ of the skin, or localized prostate cancer in male participants) that are not stably and adequately controlled or which, based on the opinion of the investigator, may interfere with the participant's safety or participation in the study","NA","NA","may"
"NCT03887455","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Malignant neoplasms (except for basal or squamous cell carcinoma in situ of the skin, or localized prostate cancer in male participants) that are not stably and adequately controlled or which, based on the opinion of the investigator, may interfere with the participant's safety or participation in the study","NA","NA","may"
"NCT03887455","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Malignant neoplasms (except for basal or squamous cell carcinoma in situ of the skin, or localized prostate cancer in male participants) that are not stably and adequately controlled or which, based on the opinion of the investigator, may interfere with the participant's safety or participation in the study","NA","NA","may"
"NCT03887455","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Any other medical conditions (example, cardiac, respiratory, gastrointestinal, renal disease) which are not stably and adequately controlled, or which in the opinion of the investigator(s) could affect the participant's safety or interfere with the study assessments","NA","lab_test","must not"
"NCT03887455","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Severe visual or hearing impairment that would prevent the participant from performing psychometric tests accurately","NA","clinical_exam","must not"
"NCT04437511","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Gradual and progressive change in memory function reported by participants or informants for ≥ 6 months","NA","NA","must"
"NCT04437511","inclusion","study_operations","Study partner",">=","6","NA","months","NA","NA","Gradual and progressive change in memory function reported by participants or informants for ≥ 6 months","NA","NA","must"
"NCT04437511","inclusion","cognition","MMSE","between","20","28","score","NA","NA","MMSE score of 20 to 28 (inclusive) at baseline","at baseline","cognitive_test","must"
"NCT04437511","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Meet 18F flortaucipir PET scan (central read) criteria - does not apply to safety cohort","NA","PET","must"
"NCT04437511","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Meet 18F florbetapir PET scan (central read) criteria","NA","PET","must"
"NCT04437511","inclusion","study_operations","Study partner","consent to","NA","NA","NA","NA","NA","Have a study partner who will provide written informed consent to participate","NA","NA","must"
"NCT04437511","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Contraindication to MRI or PET scans","NA","MRI","must not"
"NCT04437511","exclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Contraindication to MRI or PET scans","NA","PET","must not"
"NCT04437511","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Current treatment with immunoglobulin G (IgG) therapy","NA","NA","must not"
"NCT04592341","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NA","prodromal AD","Probable Alzheimer's Disease (AD) dementia or prodromal AD.","NA","clinical_exam","must"
"NCT04592341","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NA","prodromal AD","Probable Alzheimer's Disease (AD) dementia or prodromal AD.","NA","clinical_exam","must"
"NCT04592341","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Availability of a reliable study partner (non-professional caregiver) who accepts to participate in study procedure throughout the study duration","NA","NA","must"
"NCT04592341","inclusion","imaging","Brain MRI","able/willing","NA","NA","NA","NA","NA","The participant should be capable of completing all aspects of study assessments including MRI, clinical genotyping, and PET imaging, either alone or with the help of the study partner (non-professional caregiver).","NA","MRI","should"
"NCT04592341","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","The participant should be capable of completing all aspects of study assessments including MRI, clinical genotyping, and PET imaging, either alone or with the help of the study partner (non-professional caregiver).","NA","PET","should"
"NCT04592341","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","The participant should be capable of completing all aspects of study assessments including MRI, clinical genotyping, and PET imaging, either alone or with the help of the study partner (non-professional caregiver).","NA","PET","should"
"NCT04592341","inclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Adequate visual and auditory acuitysufficient to perform the neuropsychological testing (eye glasses and hearing aids are permitted).","NA","clinical_exam","must"
"NCT04592341","inclusion","imaging","Amyloid PET","positive","NA","NA","NA","NA","NA","Evidence of AD pathological process, as confirmed by amyloid PET scan by qualitative read by the core/central PET laboratory.","NA","PET","must"
